index,producer->batch_size,producer->linger_ms,producer->compression_type,producer->topics,consumer->fetch_wait_max_ms
2761,124071,48,None,5,447
2762,184152,49,gzip,1,7
2763,108303,76,None,2,412
2764,217135,34,None,1,239
2765,241269,6,gzip,4,390
2766,61168,100,snappy,6,333
2767,258440,51,None,4,65
2768,138962,95,None,7,460
2769,161721,27,None,7,350
2770,20364,67,lz4,10,191
2771,8453,62,None,3,5
2772,41394,5,None,8,324
2773,246641,63,gzip,7,487
2774,166007,3,gzip,5,178
2775,97866,54,lz4,8,476
2776,158756,37,None,7,107
2777,31282,60,snappy,10,266
2778,217724,90,lz4,7,27
2779,91187,1,snappy,9,88
2780,17572,71,None,10,415
2781,201005,2,snappy,4,339
2782,176395,92,snappy,10,376
2783,152506,64,None,9,185
2784,148005,95,snappy,3,258
2785,510,23,lz4,6,465
2786,1727,57,lz4,1,446
2787,13812,100,gzip,8,414
2788,167674,98,gzip,2,419
2789,193928,42,snappy,3,171
2790,117061,18,lz4,1,275
2791,94924,34,lz4,3,367
2792,122839,55,snappy,1,355
2793,181659,18,lz4,2,320
2794,4332,69,None,7,155
2795,90850,19,None,3,468
2796,64437,68,None,4,26
2797,24987,97,snappy,5,110
2798,199614,92,None,3,392
2799,86762,5,gzip,6,262
2800,148163,54,gzip,5,340
2801,46886,99,None,8,382
2802,115020,31,lz4,9,313
2803,85943,30,lz4,8,91
2804,17552,61,snappy,6,478
2805,70254,10,gzip,4,234
2806,246393,92,lz4,8,317
2807,21909,17,snappy,5,417
2808,129685,58,lz4,6,381
2809,127804,45,None,5,488
2810,33792,97,snappy,4,254
2811,90445,81,None,1,53
2812,240930,44,None,2,446
2813,102195,50,snappy,2,232
2814,160887,17,snappy,4,356
2815,180053,21,None,1,26
2816,218213,84,snappy,5,334
2817,242230,3,gzip,1,440
2818,175623,10,gzip,10,146
2819,252042,52,gzip,2,403
2820,170786,9,gzip,9,191
2821,80499,9,lz4,10,123
2822,56347,87,None,10,87
2823,45251,45,gzip,9,311
2824,74902,33,gzip,2,295
2825,65720,40,None,2,358
2826,66351,93,gzip,6,394
2827,24395,42,None,8,12
2828,159754,50,lz4,9,196
2829,217862,47,snappy,4,382
2830,142978,20,gzip,9,372
2831,196120,2,lz4,7,32
2832,147725,98,None,5,437
2833,189063,99,gzip,10,340
2834,148269,44,gzip,8,231
2835,139279,18,None,10,60
2836,202938,67,lz4,3,14
2837,180915,70,snappy,9,194
2838,234246,91,snappy,7,415
2839,180021,28,snappy,6,7
2840,128465,49,lz4,6,10
2841,187608,93,gzip,7,18
2842,44542,97,gzip,3,75
2843,3907,41,snappy,1,250
2844,134295,88,snappy,9,481
2845,138505,22,lz4,7,88
2846,261966,17,lz4,5,57
2847,171311,6,None,4,292
2848,222689,12,snappy,5,324
2849,103254,25,snappy,2,407
2850,132733,61,lz4,3,490
2851,191921,38,gzip,10,420
2852,20403,89,snappy,2,197
2853,21575,79,lz4,9,435
2854,102790,28,lz4,3,236
2855,74285,62,snappy,1,428
2856,184044,97,gzip,2,359
2857,212075,44,None,4,291
2858,211122,85,snappy,1,413
2859,59288,44,lz4,4,408
2860,197474,96,None,7,139
2861,183681,35,lz4,3,240
2862,221540,11,None,9,204
2863,212285,65,snappy,4,103
2864,222752,1,lz4,7,426
2865,199388,33,None,8,126
2866,120166,65,gzip,3,117
2867,110605,20,lz4,8,123
2868,193879,1,lz4,2,48
2869,107283,6,lz4,10,206
2870,182825,33,gzip,7,460
2871,177528,8,gzip,9,61
2872,253282,4,gzip,10,335
2873,182130,14,gzip,6,168
2874,77075,3,lz4,7,212
2875,224826,44,snappy,4,458
2876,34927,67,None,1,108
2877,36383,25,snappy,10,453
2878,223812,93,snappy,5,69
2879,237594,30,None,8,419
2880,241131,73,gzip,2,222
2881,22806,20,snappy,2,186
2882,120330,21,None,9,117
2883,45002,70,gzip,8,18
2884,219498,67,None,7,366
2885,121015,61,gzip,9,146
2886,260898,72,lz4,5,206
2887,173106,41,lz4,1,306
2888,36799,13,lz4,2,357
2889,183850,74,snappy,5,271
2890,189539,27,snappy,9,360
2891,186950,65,gzip,10,397
2892,183385,99,snappy,2,272
2893,204403,36,None,3,395
2894,3065,19,lz4,4,462
2895,198730,47,snappy,6,159
2896,208542,63,None,1,186
2897,134843,17,snappy,4,156
2898,129611,85,snappy,3,173
2899,63113,79,None,2,78
2900,111577,5,gzip,4,17
2901,88459,81,None,1,308
2902,101883,83,gzip,8,55
2903,100093,30,None,7,217
2904,175416,9,gzip,1,82
2905,157493,50,gzip,3,379
2906,68525,20,lz4,9,337
2907,261830,49,lz4,7,448
2908,201498,43,gzip,5,192
2909,116016,61,snappy,8,138
2910,92691,20,lz4,4,472
2911,154541,35,snappy,10,309
2912,169800,93,lz4,7,320
2913,137588,19,None,7,32
2914,164772,21,lz4,5,2
2915,191776,69,lz4,3,124
2916,41665,90,gzip,9,224
2917,190908,65,snappy,4,400
2918,95332,4,snappy,2,30
2919,212343,82,snappy,8,310
2920,261297,20,lz4,9,231
2921,83622,55,lz4,1,164
2922,112989,3,snappy,10,430
2923,47643,62,snappy,9,371
2924,212437,97,gzip,2,357
2925,156660,95,lz4,3,369
2926,116031,46,snappy,3,25
2927,196494,6,gzip,6,126
2928,26575,65,gzip,8,317
2929,87844,65,None,6,171
2930,234569,42,None,2,246
2931,234726,36,None,9,315
2932,170431,61,None,8,17
2933,103520,5,None,1,410
2934,178753,59,gzip,1,432
2935,107529,1,lz4,7,304
2936,207628,66,snappy,8,340
2937,37572,78,snappy,4,361
2938,123753,28,gzip,9,133
2939,21431,51,gzip,5,148
2940,120523,74,snappy,4,5
2941,69062,7,None,9,251
2942,131102,96,lz4,1,248
2943,190485,15,None,4,198
2944,257233,7,snappy,3,499
2945,117325,17,snappy,3,387
2946,11903,63,gzip,4,63
2947,230277,5,None,7,440
2948,259763,40,gzip,4,230
2949,144681,43,snappy,8,34
2950,152215,88,snappy,9,492
2951,171861,55,snappy,5,220
2952,23600,41,gzip,6,252
2953,119983,90,None,10,153
2954,198384,62,gzip,1,352
2955,54842,20,gzip,3,331
2956,115782,74,gzip,2,59
2957,256216,65,gzip,2,78
2958,181819,63,lz4,10,120
2959,195835,49,None,2,460
2960,242303,66,gzip,3,193
2961,33552,41,None,3,23
2962,73412,93,snappy,1,370
2963,91958,3,snappy,9,326
2964,94882,24,snappy,4,314
2965,84695,57,lz4,10,58
2966,156374,50,None,3,144
2967,212658,37,None,1,317
2968,6175,72,snappy,9,190
2969,241332,96,None,8,434
2970,241200,3,None,8,10
2971,126232,8,None,2,367
2972,224057,4,snappy,8,354
2973,260836,86,gzip,9,205
2974,98881,19,snappy,5,272
2975,153374,40,snappy,9,110
2976,4185,31,None,5,486
2977,142610,69,lz4,3,161
2978,208317,4,gzip,8,492
2979,166176,9,lz4,2,11
2980,38649,54,lz4,4,160
2981,185060,12,gzip,1,309
2982,185861,93,None,9,193
2983,200878,15,snappy,10,478
2984,116098,83,gzip,8,351
2985,130229,73,lz4,10,138
2986,36436,38,lz4,9,8
2987,253386,32,None,1,68
2988,39641,3,lz4,4,284
2989,154465,85,None,4,395
2990,208612,49,lz4,9,275
2991,96572,97,gzip,2,313
2992,122135,31,lz4,5,359
2993,95573,74,lz4,4,129
2994,14468,23,lz4,8,31
2995,100575,6,None,9,143
2996,173454,71,lz4,5,366
2997,179766,46,lz4,1,207
2998,60229,51,snappy,3,229
2999,121761,1,lz4,3,211
3000,208933,28,snappy,9,90
3001,82864,80,None,2,452
3002,52995,62,None,2,260
3003,61295,73,None,9,473
3004,253519,44,None,5,86
3005,261058,88,gzip,1,197
3006,73956,30,snappy,5,232
3007,237437,82,snappy,5,355
3008,56160,41,snappy,3,378
3009,29163,65,None,9,372
3010,92813,23,None,4,166
3011,248728,61,gzip,10,159
3012,31682,53,snappy,7,257
3013,117224,73,lz4,2,306
3014,114253,50,gzip,1,104
3015,184186,94,gzip,2,112
3016,242998,13,snappy,4,200
3017,158634,88,None,2,257
3018,256695,83,snappy,3,86
3019,6279,61,None,1,298
3020,136956,80,snappy,6,42
3021,177167,66,snappy,1,164
3022,153089,49,None,3,213
3023,205515,47,snappy,3,92
3024,249482,55,snappy,3,447
3025,61898,86,snappy,7,156
3026,82039,42,gzip,8,130
3027,231822,6,lz4,6,341
3028,100691,72,gzip,5,222
3029,64150,17,gzip,8,223
3030,16261,89,None,7,64
3031,230656,44,lz4,2,343
3032,3955,96,lz4,7,58
3033,19609,10,gzip,8,203
3034,232899,16,lz4,1,68
3035,198564,11,gzip,7,373
3036,117021,69,lz4,10,386
3037,183900,86,lz4,5,77
3038,45618,91,gzip,6,176
3039,245595,5,None,5,88
3040,133988,37,gzip,2,300
3041,209529,5,gzip,1,122
3042,22829,56,snappy,4,45
3043,137919,61,None,8,75
3044,225176,31,lz4,8,93
3045,256007,35,None,6,289
3046,48135,67,snappy,2,390
3047,243576,59,None,10,71
3048,151486,77,gzip,4,214
3049,29120,76,snappy,6,373
3050,7018,62,lz4,4,365
3051,85548,73,lz4,9,165
3052,79742,82,lz4,9,480
3053,195499,77,snappy,2,95
3054,145897,41,snappy,3,424
3055,51989,58,snappy,9,147
3056,75704,69,None,3,264
3057,94546,35,gzip,4,95
3058,195362,74,lz4,1,15
3059,147051,54,gzip,5,34
3060,162753,58,None,1,440
3061,85311,28,snappy,6,19
3062,118031,52,lz4,10,184
3063,153274,96,None,4,426
3064,163588,53,snappy,10,52
3065,92924,52,snappy,8,426
3066,26484,57,gzip,5,290
3067,202864,95,lz4,9,47
3068,23813,32,gzip,9,370
3069,99842,12,lz4,8,155
3070,181585,78,gzip,10,280
3071,216140,53,snappy,8,22
3072,126334,74,None,5,94
3073,109901,36,None,4,229
3074,124512,40,gzip,3,118
3075,71886,94,gzip,10,181
3076,104060,53,lz4,1,111
3077,199305,55,gzip,7,245
3078,94468,97,gzip,8,228
3079,92733,1,gzip,3,82
3080,124183,62,snappy,5,282
3081,134789,56,None,10,157
3082,176297,84,gzip,3,105
3083,127513,59,lz4,10,485
3084,102327,51,snappy,3,276
3085,20214,78,snappy,7,92
3086,1145,3,lz4,4,269
3087,232337,35,lz4,1,429
3088,46451,22,snappy,10,334
3089,217903,37,None,3,37
3090,6321,58,gzip,5,259
3091,137490,27,snappy,1,295
3092,243336,7,gzip,8,96
3093,187056,70,lz4,1,250
3094,14305,29,None,10,76
3095,133897,60,gzip,4,121
3096,242791,90,snappy,5,453
3097,3025,44,None,6,464
3098,205552,37,lz4,4,268
3099,155434,40,snappy,2,216
3100,259024,38,None,9,3
3101,29252,27,snappy,7,271
3102,95948,46,None,2,215
3103,99361,53,lz4,5,189
3104,220215,27,lz4,10,133
3105,183654,85,gzip,2,472
3106,222594,84,gzip,3,317
3107,249825,5,None,2,414
3108,6114,74,None,7,297
3109,106212,79,lz4,2,65
3110,135374,19,gzip,6,202
3111,76282,58,snappy,10,73
3112,71130,8,None,10,64
3113,58024,6,snappy,2,349
3114,185791,77,None,5,450
3115,128510,81,None,4,275
3116,64339,10,gzip,4,97
3117,207782,49,snappy,1,118
3118,105923,62,snappy,9,330
3119,103905,72,lz4,10,97
3120,220768,18,snappy,1,189
3121,19185,46,snappy,4,326
3122,3412,96,lz4,7,22
3123,100833,71,gzip,9,305
3124,69339,2,gzip,10,150
3125,232122,64,snappy,8,14
3126,242408,24,None,1,181
3127,36879,76,None,3,475
3128,102876,82,None,6,133
3129,117579,64,gzip,1,373
3130,167951,93,gzip,5,456
3131,224887,84,gzip,9,319
3132,219938,47,None,3,201
3133,238744,38,None,3,199
3134,204011,20,gzip,7,392
3135,84510,15,gzip,1,84
3136,104906,66,None,6,448
3137,54141,32,snappy,10,441
3138,97083,30,snappy,2,359
3139,150320,59,lz4,5,224
3140,81172,91,None,2,498
3141,86508,44,lz4,10,284
3142,139672,51,lz4,8,124
3143,41711,58,None,9,63
3144,13738,91,gzip,7,10
3145,62555,48,snappy,9,52
3146,258883,86,gzip,3,493
3147,29437,32,gzip,6,301
3148,73481,62,None,1,59
3149,18531,62,gzip,9,293
3150,77657,6,gzip,3,22
3151,228288,57,None,4,331
3152,186627,61,gzip,2,263
3153,233543,8,snappy,10,331
3154,257852,51,lz4,5,231
3155,580,20,snappy,8,204
3156,112802,82,snappy,4,406
3157,9081,66,snappy,10,399
3158,180879,70,snappy,5,121
3159,238049,35,gzip,5,34
3160,183547,20,gzip,8,332
3161,181051,99,None,6,327
3162,103138,48,lz4,4,144
3163,57647,88,gzip,9,407
3164,215294,53,None,9,184
3165,250021,21,None,7,290
3166,261753,90,None,4,31
3167,93729,94,lz4,6,311
3168,196151,44,snappy,7,268
3169,108239,92,None,5,137
3170,20961,98,lz4,9,442
3171,27872,82,lz4,2,348
3172,133477,35,snappy,3,452
3173,107047,84,None,2,456
3174,135924,83,snappy,8,255
3175,174511,93,snappy,8,499
3176,189971,72,gzip,7,13
3177,146991,38,lz4,4,166
3178,33702,43,None,6,68
3179,208636,14,lz4,6,67
3180,59120,76,gzip,7,217
3181,12270,51,lz4,8,260
3182,13403,80,gzip,5,10
3183,143243,6,snappy,3,271
3184,59441,1,snappy,4,8
3185,228693,30,None,5,45
3186,156536,73,None,4,205
3187,192117,35,snappy,7,82
3188,67261,96,snappy,2,379
3189,177372,48,snappy,6,94
3190,100324,32,None,8,274
3191,259666,65,lz4,1,445
3192,260526,26,gzip,10,302
3193,175052,88,lz4,1,199
3194,201576,45,None,10,120
3195,248620,74,None,6,299
3196,216649,41,gzip,2,347
3197,165902,83,snappy,7,288
3198,156814,23,None,8,73
3199,149919,84,lz4,7,129
3200,8776,30,gzip,1,333
3201,107061,80,gzip,3,458
3202,16353,89,gzip,1,16
3203,203944,95,gzip,7,295
3204,24600,7,gzip,7,432
3205,233124,69,snappy,3,164
3206,230354,34,gzip,10,477
3207,18442,58,lz4,2,190
3208,177477,29,snappy,2,8
3209,199250,96,lz4,4,283
3210,192871,45,None,8,247
3211,193539,29,gzip,6,225
3212,254119,75,None,2,437
3213,239300,3,lz4,1,286
3214,225764,6,gzip,5,210
3215,166133,63,None,7,74
3216,199764,35,gzip,9,225
3217,174034,65,lz4,7,193
3218,83525,9,None,8,68
3219,82383,88,lz4,1,32
3220,43186,53,gzip,8,98
3221,195052,72,None,9,373
3222,201180,17,snappy,1,293
3223,90409,25,lz4,5,283
3224,245924,52,snappy,3,385
3225,50674,86,lz4,6,73
3226,256984,34,None,9,36
3227,88634,78,snappy,9,143
3228,132059,34,None,2,228
3229,171496,17,gzip,8,40
3230,119447,16,snappy,6,346
3231,132777,18,gzip,9,364
3232,148661,14,lz4,4,185
3233,52430,58,None,10,96
3234,136058,11,gzip,1,170
3235,36619,14,lz4,8,394
3236,116334,85,snappy,9,315
3237,237532,29,None,10,110
3238,193595,23,snappy,7,427
3239,47368,88,None,5,80
3240,207034,66,gzip,6,230
3241,134437,85,lz4,10,362
3242,194877,97,gzip,7,84
3243,102748,35,None,4,21
3244,153109,45,None,5,477
3245,195786,60,None,8,33
3246,168474,53,gzip,4,249
3247,253589,97,gzip,9,179
3248,14792,27,gzip,6,456
3249,199934,27,None,9,109
3250,173313,63,None,8,76
3251,23238,78,gzip,1,29
3252,149136,12,lz4,10,446
3253,124211,32,snappy,2,63
3254,29510,99,lz4,8,116
3255,103031,29,None,8,348
3256,149323,20,snappy,1,427
3257,114133,96,snappy,4,122
3258,260017,31,None,7,177
3259,23984,20,None,9,481
3260,16178,85,lz4,9,55
3261,88251,25,lz4,2,427
3262,93084,20,lz4,7,131
3263,200350,11,snappy,2,145
3264,206568,100,lz4,5,160
3265,168254,61,lz4,10,354
3266,238396,81,None,8,334
3267,218130,41,gzip,8,384
3268,31118,85,lz4,1,129
3269,52156,77,gzip,7,234
3270,31890,71,lz4,2,309
3271,54664,69,gzip,7,287
3272,189052,22,gzip,8,72
3273,71503,19,lz4,10,213
3274,34700,45,snappy,2,464
3275,75276,36,gzip,3,345
3276,78442,77,gzip,4,136
3277,109785,76,lz4,2,389
3278,61418,46,snappy,3,132
3279,199018,68,None,6,499
3280,21753,76,None,7,403
3281,169713,47,lz4,9,350
3282,30785,85,snappy,3,285
3283,211269,11,None,4,157
3284,240032,68,lz4,4,1
3285,76354,66,gzip,8,272
3286,148387,60,None,9,5
3287,24893,63,snappy,5,315
3288,177765,71,None,10,500
3289,222089,29,snappy,4,55
3290,192516,71,gzip,7,5
3291,134075,1,None,5,286
3292,67400,67,snappy,1,456
3293,158204,99,snappy,7,31
3294,236684,83,None,4,184
3295,11526,3,lz4,5,287
3296,124863,83,snappy,10,87
3297,123830,65,snappy,4,279
3298,218026,58,lz4,6,54
3299,25700,92,snappy,6,396
3300,2285,98,gzip,10,290
3301,69219,56,lz4,9,448
3302,78842,66,lz4,2,15
3303,92148,70,lz4,9,6
3304,249676,76,gzip,1,284
3305,182560,19,gzip,9,283
3306,137216,89,snappy,5,29
3307,139318,97,lz4,7,145
3308,233386,25,lz4,2,337
3309,189253,53,lz4,3,313
3310,161138,34,gzip,4,78
3311,80759,59,lz4,8,269
3312,85429,30,snappy,6,258
3313,221910,84,lz4,2,371
3314,48385,28,gzip,1,180
3315,82163,5,snappy,8,443
3316,41624,97,snappy,5,426
3317,2221,62,None,2,345
3318,54067,74,snappy,2,191
3319,10412,29,gzip,10,340
3320,40105,38,gzip,3,379
3321,23164,44,lz4,4,211
3322,95919,63,None,5,46
3323,36492,87,snappy,3,405
3324,18501,52,gzip,3,268
3325,248894,60,gzip,1,241
3326,189156,95,snappy,6,198
3327,56666,86,snappy,9,311
3328,77910,91,lz4,2,219
3329,25793,9,snappy,2,210
3330,68996,46,None,4,485
3331,66766,90,gzip,5,378
3332,128913,25,snappy,1,386
3333,129029,69,lz4,1,114
3334,74848,12,None,8,124
3335,184474,18,lz4,1,403
3336,261146,95,snappy,10,362
3337,246735,68,lz4,9,480
3338,81240,16,gzip,4,315
3339,116132,26,lz4,5,202
3340,111935,70,snappy,9,260
3341,238633,88,snappy,7,420
3342,37717,9,snappy,2,105
3343,93405,10,lz4,1,493
3344,169892,22,snappy,9,302
3345,135736,38,snappy,2,273
3346,118818,65,lz4,8,160
3347,185690,24,gzip,6,271
3348,170748,92,snappy,2,352
3349,100217,68,gzip,10,411
3350,144139,23,snappy,1,478
3351,202381,26,snappy,1,206
3352,170540,43,snappy,4,198
3353,2543,23,None,1,313
3354,235573,34,snappy,5,96
3355,32501,95,snappy,6,380
3356,150262,27,gzip,6,412
3357,55320,29,gzip,4,17
3358,40875,83,None,8,192
3359,3342,25,None,7,51
3360,244536,73,snappy,2,305
3361,255066,96,gzip,10,319
3362,260469,55,lz4,1,438
3363,57862,75,gzip,10,227
3364,12465,6,snappy,10,128
3365,46539,71,gzip,8,463
3366,232021,26,None,7,481
3367,254010,24,lz4,7,151
3368,197281,16,lz4,5,111
3369,49489,46,gzip,10,262
3370,137467,38,lz4,2,233
3371,202063,71,snappy,8,250
3372,244100,64,lz4,1,39
3373,145477,99,snappy,10,79
3374,145376,26,gzip,4,270
3375,32327,90,lz4,9,219
3376,249322,93,None,6,334
3377,13542,13,lz4,2,66
3378,214337,39,None,6,109
3379,171006,82,None,10,411
3380,142519,63,snappy,10,393
3381,111122,88,None,7,284
3382,220140,87,snappy,6,473
3383,250440,87,lz4,3,213
3384,138914,46,gzip,5,142
3385,95506,79,lz4,10,129
3386,79657,5,None,4,69
3387,192002,52,lz4,3,215
3388,247995,38,None,8,208
3389,208908,33,gzip,2,57
3390,93673,87,lz4,10,339
3391,14323,30,None,9,128
3392,82493,88,None,5,294
3393,97940,95,None,8,415
3394,216438,50,snappy,6,163
3395,130834,78,None,2,127
3396,170604,31,None,2,326
3397,75148,77,snappy,6,388
3398,201732,48,None,2,57
3399,177437,32,snappy,9,409
3400,49613,74,None,1,195
3401,32954,79,None,10,334
3402,168548,45,snappy,2,11
3403,165195,97,None,3,2
3404,72851,91,lz4,8,247
3405,57694,60,None,10,58
3406,64322,94,gzip,3,43
3407,144809,59,gzip,7,237
3408,58584,92,gzip,10,171
3409,5767,93,snappy,7,257
3410,248298,1,lz4,2,354
3411,73054,49,None,10,455
3412,8606,56,lz4,1,497
3413,198205,71,None,1,218
3414,253800,4,None,8,224
3415,62439,8,gzip,7,95
3416,218843,60,snappy,6,500
3417,221494,75,lz4,3,482
3418,83832,75,lz4,8,20
3419,111669,85,None,10,456
3420,97792,15,lz4,6,341
3421,41363,59,None,2,123
3422,145801,89,gzip,9,487
3423,114367,79,gzip,7,290
3424,251416,10,None,6,157
3425,226782,97,gzip,3,168
3426,53043,75,None,4,472
3427,101322,98,snappy,10,400
3428,131291,78,None,9,433
3429,211544,39,None,9,260
3430,121229,2,lz4,1,50
3431,20294,78,snappy,6,334
3432,46030,54,gzip,3,98
3433,170914,90,lz4,4,302
3434,167306,37,None,1,79
3435,187947,42,snappy,1,465
3436,42332,85,gzip,8,339
3437,245681,12,gzip,5,449
3438,82744,5,None,7,267
3439,88197,55,None,3,236
3440,243425,7,snappy,8,55
3441,102491,34,lz4,8,405
3442,92862,89,lz4,9,148
3443,135004,68,None,6,263
3444,137390,4,snappy,2,211
3445,77284,80,gzip,4,47
3446,60180,78,gzip,4,112
3447,38239,17,None,8,358
3448,118725,51,lz4,4,349
3449,38540,37,None,1,173
3450,104496,100,snappy,10,126
3451,209065,60,snappy,5,98
3452,239529,25,snappy,9,172
3453,236746,65,None,6,489
3454,217538,12,snappy,3,387
3455,192598,66,snappy,2,323
3456,81065,56,lz4,2,89
3457,26041,20,gzip,9,498
3458,16692,19,lz4,1,180
3459,134615,36,lz4,9,269
3460,81570,40,None,3,356
3461,143068,86,lz4,6,405
3462,38880,91,gzip,3,414
3463,63558,47,lz4,9,47
3464,153927,64,snappy,7,167
3465,242469,22,snappy,7,371
3466,249622,75,lz4,9,152
3467,91416,49,lz4,7,335
3468,156405,72,None,5,1
3469,50475,60,lz4,7,471
3470,4826,37,gzip,6,345
3471,38751,77,snappy,9,155
3472,56046,53,None,9,231
3473,196716,29,gzip,3,411
3474,69400,5,None,4,164
3475,188687,66,gzip,4,462
3476,237039,8,snappy,2,138
3477,20609,7,gzip,2,420
3478,17223,8,lz4,10,486
3479,71272,81,None,10,142
3480,165513,86,snappy,5,456
3481,8937,39,lz4,5,185
3482,96175,28,lz4,10,373
3483,101993,21,None,9,3
3484,183428,3,lz4,6,118
3485,14516,47,None,2,325
3486,3589,79,snappy,4,357
3487,136788,49,snappy,5,38
3488,141285,18,gzip,3,248
3489,215732,36,None,6,77
3490,122879,72,None,1,421
3491,198544,52,lz4,5,265
3492,129388,24,None,2,82
3493,7078,28,snappy,6,217
3494,214585,81,snappy,8,389
3495,156962,77,gzip,9,414
3496,174377,79,None,10,277
3497,21459,4,None,9,485
3498,152640,73,snappy,4,188
3499,115682,67,lz4,3,72
3500,230842,76,gzip,9,440
3501,252435,42,None,3,297
3502,160682,90,lz4,6,483
3503,38287,50,snappy,10,83
3504,141129,64,gzip,9,103
3505,233251,19,None,9,60
3506,203756,27,None,10,393
3507,119602,81,lz4,9,401
3508,176971,20,None,5,262
3509,235210,51,lz4,5,236
3510,33012,23,gzip,5,448
3511,220053,13,lz4,2,450
3512,241592,83,lz4,10,433
3513,18357,40,None,8,274
3514,164314,99,gzip,6,483
3515,27312,39,None,2,82
3516,70006,2,gzip,3,4
3517,131643,94,lz4,5,342
3518,139227,87,gzip,5,53
3519,134939,94,snappy,1,386
3520,87783,78,snappy,10,106
3521,218613,71,None,6,368
3522,240193,78,gzip,8,185
3523,35704,29,snappy,7,480
3524,82805,50,None,3,132
3525,239948,27,snappy,7,161
3526,119774,79,gzip,6,61
3527,210360,47,lz4,9,470
3528,132916,11,snappy,2,166
3529,221219,1,gzip,7,263
3530,190981,23,None,7,84
3531,117116,11,None,9,346
3532,254542,78,lz4,8,101
3533,84108,32,None,1,90
3534,238990,37,lz4,7,304
3535,166547,56,snappy,8,105
3536,133608,18,None,10,400
3537,151327,72,snappy,3,245
3538,115818,85,gzip,4,390
3539,162159,53,gzip,7,294
3540,100979,23,gzip,8,281
3541,243055,50,None,4,127
3542,199988,58,snappy,6,450
3543,128109,53,None,7,231
3544,229389,61,snappy,9,419
3545,155344,19,lz4,2,173
3546,123220,54,lz4,5,491
3547,208109,66,lz4,3,402
3548,194586,45,lz4,7,96
3549,124662,84,snappy,8,474
3550,223710,76,snappy,8,179
3551,221674,1,None,7,449
3552,160504,38,gzip,8,205
3553,215140,83,None,7,19
3554,68911,39,gzip,1,264
3555,245252,21,lz4,8,74
3556,243160,67,gzip,5,69
3557,85838,76,snappy,8,496
3558,76749,12,gzip,7,140
3559,213589,7,None,9,269
3560,71645,59,None,9,312
3561,165003,13,None,8,388
3562,9476,28,snappy,6,361
3563,6868,62,snappy,6,355
3564,200207,63,gzip,8,380
3565,188345,91,snappy,1,393
3566,114019,16,snappy,1,207
3567,137001,23,gzip,8,383
3568,170970,79,gzip,9,321
3569,261347,51,snappy,9,152
3570,165465,57,gzip,9,331
3571,33600,14,snappy,4,370
3572,25438,69,lz4,3,208
3573,200144,82,lz4,6,163
3574,160908,57,snappy,3,40
3575,6052,29,lz4,3,378
3576,149061,84,None,6,385
3577,80132,30,None,6,360
3578,37683,52,snappy,10,66
3579,181512,70,snappy,9,270
3580,145996,3,gzip,6,303
3581,235881,82,gzip,2,268
3582,109224,20,lz4,5,32
3583,101054,70,lz4,3,60
3584,197430,48,None,7,18
3585,24769,76,gzip,9,326
3586,86310,13,gzip,2,1
3587,238186,86,gzip,4,480
3588,218733,24,gzip,4,432
3589,248329,66,gzip,1,500
3590,240368,94,snappy,5,134
3591,91855,21,snappy,8,107
3592,20171,28,gzip,6,348
3593,30048,21,lz4,4,238
3594,97631,90,gzip,10,371
3595,238246,72,None,5,475
3596,13632,13,snappy,2,291
3597,238495,39,lz4,1,245
3598,223584,69,snappy,5,277
3599,254390,100,None,7,323
3600,132468,24,snappy,1,321
3601,106579,27,gzip,6,386
3602,240401,98,gzip,9,271
3603,242628,12,lz4,10,455
3604,96859,56,snappy,9,267
3605,222801,59,None,2,498
3606,159530,40,gzip,4,67
3607,19525,72,lz4,8,161
3608,46940,55,None,5,231
3609,128151,18,snappy,2,321
3610,44132,50,lz4,10,190
3611,61974,65,snappy,10,308
3612,91791,95,lz4,7,109
3613,44378,90,None,8,268
3614,163954,42,snappy,6,411
3615,69762,54,snappy,3,166
3616,259434,11,snappy,5,251
3617,91459,52,gzip,10,187
3618,68249,3,snappy,1,54
3619,171734,14,snappy,6,198
3620,149775,18,None,3,235
3621,207083,3,lz4,7,63
3622,196769,56,None,3,137
3623,109407,44,None,7,39
3624,43221,54,lz4,1,443
3625,215515,4,lz4,3,136
3626,89356,50,gzip,1,220
3627,252224,56,lz4,4,344
3628,155481,60,gzip,3,361
3629,145557,10,None,2,137
3630,171589,100,lz4,7,117
3631,203719,80,snappy,10,453
3632,42173,76,snappy,2,425
3633,94640,64,lz4,9,83
3634,241768,81,lz4,1,369
3635,42737,19,lz4,1,98
3636,27418,91,None,3,137
3637,127374,23,snappy,4,243
3638,221617,11,None,8,68
3639,113458,73,snappy,10,2
3640,153843,11,gzip,1,98
3641,131844,69,None,4,187
3642,260587,45,None,3,70
3643,225481,61,None,2,97
3644,71340,77,lz4,7,429
3645,67011,99,lz4,3,399
3646,138099,91,snappy,5,442
3647,21645,36,snappy,4,329
3648,124823,78,snappy,5,189
3649,242549,14,None,1,3
3650,151177,91,None,6,444
3651,148520,92,lz4,10,38
3652,77992,12,lz4,10,75
3653,213485,93,snappy,8,141
3654,53455,96,lz4,4,107
3655,50982,8,None,6,195
3656,232546,11,None,4,58
3657,1420,85,None,6,91
3658,206516,16,lz4,3,201
3659,256812,95,lz4,3,467
3660,71717,72,snappy,8,364
3661,260694,33,None,3,491
