index,producer->batch_size,producer->linger_ms,producer->buffer_memory,producer->compression_type,producer->topics,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,consumer->fetch_wait_max_ms
3949,174523,22,12159654,snappy,9,7,15,173,482
3950,99319,42,5650543,gzip,10,11,9,339,285
3951,254506,69,2959990,gzip,8,16,23,358,477
3952,19059,8,2976375,gzip,9,15,22,136,228
3953,242065,28,11245115,snappy,7,12,8,152,371
3954,176153,38,29600735,lz4,1,2,3,400,40
3955,114819,84,15528715,gzip,8,15,12,279,101
3956,14254,86,23361533,none,8,7,12,44,139
3957,66544,79,17708506,lz4,4,18,18,441,56
3958,140111,11,25901805,none,1,4,21,61,341
3959,1714,53,24143933,lz4,1,9,4,227,84
3960,166289,25,19800651,gzip,7,12,7,1,236
3961,32088,69,27627994,none,5,12,6,152,353
3962,18764,47,3502042,snappy,9,18,11,13,267
3963,219311,43,28547629,lz4,2,4,16,178,478
3964,25523,91,14217026,none,5,19,13,15,114
3965,197931,95,13195387,none,9,5,22,182,289
3966,191164,30,11137103,snappy,3,17,22,331,269
3967,108251,65,22121644,snappy,4,4,22,45,358
3968,238547,73,25583911,lz4,7,12,5,240,120
3969,496,28,30302933,gzip,9,15,7,46,452
3970,142225,67,10325566,none,3,11,22,52,198
3971,57544,21,19972472,lz4,1,5,6,347,24
3972,164934,40,28895673,none,10,18,10,60,141
3973,208569,21,6482643,snappy,2,3,6,355,52
3974,148848,10,2148838,snappy,9,18,7,290,488
3975,15739,3,13791688,snappy,1,10,13,445,395
3976,212352,82,13040785,lz4,5,13,23,277,352
3977,218679,25,324608,snappy,6,4,5,18,27
3978,5496,87,25045160,lz4,6,7,19,306,434
3979,201798,41,28252041,snappy,4,9,5,313,319
3980,45270,97,191696,gzip,3,7,21,414,243
3981,70333,94,27462852,none,9,2,11,319,230
3982,134797,50,8527105,lz4,1,17,13,182,180
3983,70440,39,25733518,lz4,5,10,20,201,315
3984,25927,8,31320975,snappy,1,2,16,60,11
3985,229541,30,30206575,gzip,6,12,7,42,317
3986,11556,1,18507504,lz4,6,20,21,69,375
3987,140634,91,551483,gzip,2,16,14,15,363
3988,164051,56,11585537,gzip,8,1,9,437,110
3989,158745,66,30768069,none,9,9,23,347,29
3990,81360,76,9082724,gzip,8,4,14,214,376
3991,217920,89,8984216,snappy,8,20,7,150,459
3992,40518,61,11842093,lz4,4,6,13,219,96
3993,217633,81,20319713,snappy,5,12,22,59,259
3994,95751,92,3632704,lz4,4,7,11,224,470
3995,207603,28,19607932,snappy,2,9,3,323,399
3996,61993,75,7592521,gzip,4,15,4,152,145
3997,151927,13,26384342,lz4,4,8,5,425,448
3998,94371,94,27244118,lz4,5,1,23,44,249
3999,254295,9,25391627,gzip,6,17,1,340,142
4000,147201,61,11113846,none,4,6,18,445,290
4001,148568,19,9053592,snappy,6,10,17,426,329
4002,85327,2,20946026,none,5,7,7,402,314
4003,232339,24,29154825,gzip,5,8,18,161,479
4004,205649,39,153570,none,2,6,4,430,105
4005,171613,18,19081000,gzip,4,19,22,165,471
4006,59707,2,13258835,lz4,7,2,23,293,331
4007,147922,93,19133447,lz4,8,9,23,371,477
4008,200201,57,7072343,none,7,18,15,248,444
4009,51219,100,1335583,lz4,6,20,11,451,390
4010,79236,93,13798545,gzip,9,5,18,69,60
4011,154193,87,1179208,gzip,8,19,24,458,434
4012,64350,82,1904926,none,1,10,10,228,11
4013,91191,9,30431161,gzip,1,5,6,450,157
4014,214584,4,21327797,gzip,6,2,20,60,408
4015,58973,94,25572846,none,5,14,3,175,180
4016,46099,97,708408,gzip,9,1,7,331,93
4017,168941,73,24690011,none,3,16,16,307,325
4018,23879,42,20054405,gzip,5,8,3,372,14
4019,101067,86,24343957,gzip,7,5,22,260,316
4020,140939,33,28698354,none,6,2,5,334,75
4021,177853,15,4158780,gzip,8,2,15,343,18
4022,111612,46,30926739,lz4,8,2,4,117,289
4023,1299,81,3319588,snappy,5,15,7,131,293
4024,11882,85,28290956,lz4,8,8,19,71,348
4025,9501,46,28713816,gzip,3,5,19,162,326
4026,136090,97,6720456,none,7,6,23,201,26
4027,97468,78,32012440,none,4,12,11,412,206
4028,146388,80,2859039,gzip,7,9,10,159,417
4029,189632,23,15773624,snappy,9,17,18,4,301
4030,42742,47,1003816,none,10,20,10,164,46
4031,172482,69,7453562,snappy,6,3,3,52,39
4032,42406,49,31071525,snappy,6,10,22,428,19
4033,210531,9,27806332,snappy,8,10,6,39,183
4034,132562,43,16859502,gzip,3,18,19,286,410
4035,224805,55,26874992,lz4,4,6,19,53,237
4036,84205,14,14368044,none,1,16,10,8,395
4037,89309,37,26589101,snappy,8,3,1,458,172
4038,260346,19,4862333,snappy,6,11,7,379,56
4039,83069,85,2084287,snappy,8,8,17,120,315
4040,46912,80,15411422,none,3,7,23,8,387
4041,153940,79,21524764,snappy,7,11,7,122,231
4042,190662,33,18938561,lz4,1,10,12,382,304
4043,43681,78,17953974,lz4,9,10,1,459,403
4044,192245,84,21072281,lz4,5,10,19,138,96
4045,112717,65,29159927,gzip,4,7,19,365,459
4046,155817,1,26886488,gzip,8,6,4,10,158
4047,58841,100,1344646,lz4,2,14,6,9,460
4048,201193,71,18804746,none,2,10,5,102,256
4049,66010,72,29632368,lz4,8,1,7,117,485
4050,67628,18,22306573,lz4,7,10,21,28,105
4051,206241,94,9769781,none,8,2,7,287,333
4052,195504,1,10251876,none,9,19,9,349,426
4053,67390,89,5561359,gzip,10,5,15,450,264
4054,88037,67,27048185,lz4,6,15,17,371,398
4055,239240,4,28538573,snappy,5,14,3,151,99
4056,114510,68,32793194,snappy,4,8,15,210,441
4057,77936,71,26292462,none,9,8,13,58,95
4058,133514,42,4839336,snappy,8,17,17,462,352
4059,42060,6,26251503,snappy,3,6,21,217,480
4060,41414,77,8484717,snappy,10,2,4,337,330
4061,129553,95,1076238,snappy,4,6,17,41,315
4062,105442,62,21647785,lz4,9,16,20,192,121
4063,255148,84,15179861,gzip,6,16,11,362,321
4064,235973,66,4615530,lz4,10,17,17,57,439
4065,164249,25,845995,snappy,3,1,6,114,102
4066,150179,16,18048390,lz4,3,2,5,415,464
4067,236843,67,6634355,none,7,10,20,422,212
4068,139201,69,9463540,gzip,7,17,4,29,255
4069,54062,94,8171295,gzip,7,14,23,260,131
4070,97045,55,16486611,lz4,9,17,16,335,347
4071,219486,15,27035759,gzip,9,10,17,373,179
4072,258028,83,7037742,none,3,13,17,52,14
4073,124992,57,9831282,snappy,1,13,15,305,269
4074,61858,34,1157599,lz4,10,13,14,425,401
4075,197868,43,17904499,gzip,6,12,5,406,301
4076,154627,17,29694846,gzip,5,9,12,461,101
4077,166409,11,23201653,snappy,8,5,21,42,266
4078,59967,51,6499361,gzip,8,7,3,297,488
4079,82753,79,1370116,snappy,9,9,19,386,44
4080,119563,74,27694977,snappy,10,2,18,349,401
4081,144334,51,16954128,snappy,10,19,6,6,479
4082,23754,73,13071235,none,1,19,23,369,394
4083,203005,64,25117519,gzip,4,12,24,426,133
4084,239729,13,30110185,none,10,15,6,400,244
4085,244440,28,16614517,lz4,2,16,1,349,277
4086,22687,100,25279987,lz4,1,10,4,156,117
4087,179090,47,28748805,snappy,2,5,15,215,315
4088,44096,66,1425494,none,1,11,2,223,72
4089,157837,49,20302457,none,8,10,22,185,457
4090,88446,83,27054343,snappy,2,9,3,119,283
4091,78313,97,23896679,none,10,6,24,108,424
4092,182059,9,21909728,snappy,9,1,7,442,150
4093,226828,9,8405796,none,5,17,24,496,21
4094,211101,46,16564973,none,6,17,10,48,199
4095,99181,3,5683415,lz4,4,16,21,481,244
4096,258397,59,27081809,snappy,6,10,13,324,95
4097,219839,74,21480733,gzip,5,6,21,73,455
4098,182169,57,30273226,gzip,3,1,18,284,118
4099,74690,28,29395114,none,7,8,20,435,17
4100,139380,27,972662,none,9,14,12,410,349
4101,148678,22,878010,lz4,9,9,13,35,289
4102,27625,73,11424255,lz4,6,3,17,80,42
4103,198451,87,14763995,lz4,10,9,12,252,195
4104,17811,19,17103971,lz4,7,7,11,23,213
4105,198143,27,19676269,none,3,7,6,487,284
4106,170231,23,26552853,none,10,20,3,424,286
4107,242406,51,3290819,none,9,20,18,284,337
4108,154266,26,14101173,snappy,7,14,1,176,461
4109,183681,1,32978414,snappy,7,2,14,427,150
4110,19941,36,16264812,none,3,19,11,4,263
4111,195062,26,6084879,none,10,14,18,85,398
4112,55443,37,5018580,lz4,8,9,24,164,201
4113,194811,35,28602747,gzip,10,7,13,101,431
4114,62964,49,14760585,none,1,20,21,382,152
4115,174793,23,17638651,none,9,1,1,23,132
4116,170960,55,3008404,snappy,3,14,3,402,13
4117,157668,20,24840542,lz4,7,1,18,469,239
4118,247481,50,12065316,gzip,6,14,16,196,350
4119,163517,15,12409284,lz4,9,11,14,187,369
4120,260433,50,25492765,snappy,2,6,8,199,415
4121,206036,40,28590360,lz4,3,4,8,212,1
4122,77225,2,26900511,none,9,3,2,277,158
4123,237589,63,10805073,lz4,8,20,5,488,486
4124,103986,81,9403632,snappy,4,7,18,236,381
4125,37211,88,12509283,gzip,4,5,5,245,31
4126,166971,2,4232305,none,6,13,12,436,247
4127,137520,19,28776671,gzip,7,13,3,240,201
4128,40808,27,24926835,snappy,7,1,4,171,356
4129,44500,52,7816222,snappy,2,17,21,297,393
4130,53923,24,28425248,gzip,7,14,16,185,190
4131,93453,96,12442255,none,5,3,4,466,79
4132,254197,76,25232130,snappy,8,17,11,422,357
4133,180132,98,12566608,lz4,7,2,7,438,280
4134,62126,41,15002400,lz4,10,17,22,484,15
4135,250569,2,17358672,none,4,8,17,344,349
4136,107344,15,17736110,gzip,4,10,3,242,146
4137,79337,78,16540456,snappy,2,12,9,415,498
4138,52283,74,2512078,snappy,8,1,12,41,434
4139,242851,11,6133501,snappy,4,4,17,273,156
4140,109847,17,4576588,none,1,19,21,165,492
4141,109538,74,31974954,gzip,4,5,14,24,200
4142,47471,4,26708191,gzip,6,7,18,226,414
4143,227090,45,26927261,none,4,8,5,115,24
4144,251032,20,18975319,lz4,3,3,23,476,216
4145,38105,51,33195665,gzip,4,15,13,416,339
4146,165295,50,5402043,gzip,4,13,17,471,291
4147,139901,16,23293699,gzip,7,18,14,372,200
4148,150280,57,33185494,none,5,6,17,414,252
4149,122473,8,21143954,none,8,9,19,223,265
4150,188861,19,30545000,none,8,12,1,124,494
4151,64216,88,33129537,snappy,1,17,21,115,464
4152,227772,75,1098244,lz4,9,11,6,349,446
4153,240509,37,16811875,lz4,9,15,21,235,113
4154,18612,31,10999391,lz4,4,18,21,394,105
4155,172723,97,31790094,none,10,7,12,51,112
4156,10505,3,21407593,lz4,1,20,10,67,373
4157,153928,94,26299163,none,9,13,9,225,203
4158,56164,41,1209772,none,3,6,18,390,473
4159,25676,98,27020291,none,4,19,16,102,381
4160,260555,33,25435493,gzip,7,20,16,337,156
4161,176322,83,12535146,lz4,6,3,11,189,478
4162,96218,94,1245109,snappy,3,20,14,407,242
4163,177914,33,1150486,none,3,6,23,191,296
4164,117017,1,22773696,snappy,3,16,15,443,196
4165,57176,9,25993701,lz4,2,11,19,179,414
4166,194067,96,19005341,none,5,11,5,328,108
4167,216855,22,10146195,none,1,10,8,395,432
4168,203016,88,3593237,lz4,7,16,14,240,169
4169,36559,7,11465217,snappy,7,8,5,225,275
4170,176812,70,24558624,lz4,6,14,20,30,161
4171,136734,56,6373973,none,8,5,8,273,104
4172,94006,15,14279141,snappy,3,13,9,481,106
4173,14196,79,25702945,lz4,1,5,6,83,445
4174,2735,55,8742549,gzip,1,5,10,380,255
4175,158356,90,5687695,gzip,1,11,23,213,251
4176,209627,29,33533271,lz4,2,9,10,176,393
4177,209855,60,23795474,snappy,2,2,2,198,327
4178,143436,19,25670589,lz4,3,3,3,278,210
4179,3328,73,32627850,none,9,20,22,479,346
4180,225242,29,24205963,gzip,10,5,20,445,486
4181,97114,83,18296796,none,2,14,6,229,101
4182,251143,40,10026522,lz4,8,20,18,65,312
4183,158544,71,33547981,snappy,9,9,23,402,448
4184,48186,5,18116714,none,3,8,13,480,141
4185,245348,92,30390843,gzip,1,13,4,15,246
4186,175800,68,15484774,snappy,7,1,3,20,12
4187,168811,76,24919596,snappy,7,1,7,152,217
4188,56638,51,15567354,none,3,6,24,347,492
4189,221312,78,27151723,none,6,14,23,199,334
4190,63408,89,18440248,gzip,1,16,2,26,263
4191,82327,55,10612459,lz4,2,1,14,190,465
4192,31695,100,23716892,snappy,8,15,10,447,35
4193,91973,70,10869450,lz4,6,10,15,206,107
4194,146180,8,16948224,lz4,9,12,23,70,13
4195,95382,7,33003014,none,10,6,7,354,361
4196,25546,17,16475184,lz4,7,9,7,304,251
4197,148436,60,4555903,lz4,1,10,4,188,394
4198,107386,93,24067967,none,1,2,17,140,80
4199,236717,74,21265521,snappy,8,3,10,32,65
4200,123557,53,17492840,none,6,14,14,460,348
4201,6077,69,2126840,lz4,9,3,3,25,389
4202,226455,23,14297723,gzip,10,13,18,41,338
4203,198602,63,18041399,lz4,2,13,14,242,239
4204,2307,73,19946411,lz4,10,9,21,21,334
4205,230342,39,12057091,none,3,12,5,66,26
4206,226644,25,7228974,none,1,15,6,497,65
4207,52367,86,32598544,gzip,3,18,1,295,211
4208,17756,100,14517888,none,1,15,1,46,404
4209,205353,24,6747540,none,3,20,7,347,24
4210,223251,46,21936044,lz4,10,18,19,443,209
4211,183199,81,14541116,gzip,3,6,3,409,414
4212,9091,20,12258265,none,2,2,15,144,408
4213,52645,79,33146834,gzip,1,4,13,237,390
4214,95647,15,13555906,snappy,3,2,21,435,170
4215,167817,62,32005267,gzip,6,1,13,194,223
4216,21845,31,769343,snappy,9,4,17,349,252
4217,241643,89,12588718,snappy,3,13,6,470,107
4218,177646,5,3815458,snappy,8,20,11,468,400
4219,83463,92,30804645,lz4,2,20,15,75,356
4220,35452,47,4599770,gzip,1,19,23,195,330
4221,150521,6,32456764,snappy,9,20,3,159,157
4222,212674,68,7312177,snappy,8,20,16,61,489
4223,62563,22,11062505,snappy,4,3,23,77,3
4224,91763,36,5352016,none,9,5,12,426,64
4225,235512,57,5107591,snappy,5,2,6,442,207
4226,254837,39,20748080,lz4,7,13,6,367,15
4227,116729,33,12829171,none,8,14,20,253,32
4228,234109,86,27156275,gzip,6,11,10,14,203
4229,86793,49,29079491,lz4,7,18,9,336,63
4230,108433,80,23911490,gzip,5,3,9,160,260
4231,35561,36,4953166,lz4,5,10,24,163,394
4232,59021,8,8837788,gzip,5,11,17,2,365
4233,248843,52,16233960,gzip,9,15,21,53,399
4234,255778,9,23352589,lz4,2,2,19,205,38
4235,261144,58,19376797,snappy,7,4,8,10,221
4236,11067,33,21815228,snappy,6,8,24,446,278
4237,109411,72,7919118,none,10,18,20,428,385
4238,205427,88,31258975,none,7,12,8,143,205
4239,96836,60,16364341,lz4,6,18,2,8,197
4240,191243,37,31989866,gzip,8,9,8,302,425
4241,156434,68,6533703,snappy,10,18,16,83,304
4242,90936,36,2305360,none,10,11,21,268,34
4243,202219,80,1973094,snappy,6,10,1,163,498
4244,140341,6,14788269,gzip,6,10,12,83,43
4245,161106,52,17414627,lz4,7,18,2,465,99
4246,192997,16,26053889,none,3,9,20,286,28
4247,142595,13,7470516,none,9,3,7,228,436
4248,59167,88,18926523,gzip,5,12,9,233,324
4249,12451,89,29310881,snappy,8,2,18,299,79
4250,226040,57,2161873,snappy,10,9,14,373,424
4251,141667,98,21029863,snappy,9,9,13,29,340
4252,173568,60,26625044,gzip,2,8,24,396,477
4253,63580,95,1197096,snappy,2,17,3,370,55
4254,165899,33,9481075,snappy,7,6,13,111,303
4255,12796,61,8381196,none,9,7,17,129,174
4256,256643,93,17549116,gzip,1,11,8,363,160
4257,73888,78,12345269,none,1,7,2,175,390
4258,232919,88,28658042,none,5,6,2,407,407
4259,136497,55,10979080,lz4,5,10,16,351,3
4260,100483,13,2524068,snappy,8,15,10,349,209
4261,47521,81,20112639,snappy,5,15,16,350,232
4262,106794,76,15122476,none,6,10,6,328,94
4263,76250,65,6014214,lz4,4,5,9,454,415
4264,236248,70,1061936,gzip,10,6,15,246,64
4265,203265,82,5613092,lz4,4,8,21,218,75
4266,198756,14,3519582,lz4,10,13,12,424,356
4267,197517,30,17652401,snappy,5,1,11,95,64
4268,162585,16,26933798,lz4,7,10,19,470,83
4269,31667,69,6874460,gzip,10,6,17,463,417
4270,85933,48,32214183,gzip,1,8,18,238,1
4271,76756,94,28521574,snappy,2,18,10,415,282
4272,84001,80,19728142,none,9,2,5,338,260
4273,223713,52,3443176,none,7,17,22,177,286
4274,204480,39,6968676,none,10,8,18,67,233
4275,178065,87,12415881,gzip,4,17,3,29,176
4276,147520,35,27613479,lz4,5,6,15,316,444
4277,247580,61,28680646,lz4,6,10,22,46,362
4278,101734,14,5252442,gzip,9,10,19,491,241
4279,22429,26,26515325,lz4,6,16,3,408,30
4280,70206,67,27124232,none,2,14,12,241,256
4281,80207,74,31676748,none,2,2,6,175,241
4282,49234,67,5789065,lz4,6,19,2,147,144
4283,190244,76,20174393,gzip,2,6,23,256,323
4284,102528,60,18391712,snappy,10,2,3,370,405
4285,215719,38,3942892,gzip,6,17,23,270,271
4286,141338,28,32696709,gzip,7,5,18,323,373
4287,5242,1,5023876,gzip,5,3,16,402,225
4288,92993,71,28910115,none,8,1,12,227,479
4289,213662,96,19813149,lz4,2,9,24,22,429
4290,241044,40,21560319,none,7,15,14,13,102
4291,13296,38,10083536,none,10,6,23,223,433
4292,40675,62,3604655,gzip,5,12,19,338,83
4293,166694,59,25479426,snappy,5,10,13,305,229
4294,80474,12,31121450,snappy,7,8,22,211,270
4295,154506,21,26334489,gzip,3,6,19,285,135
4296,191737,66,4404147,snappy,4,3,3,142,22
4297,192664,97,2581187,lz4,1,13,16,127,29
4298,40397,72,6268239,snappy,5,17,15,68,29
4299,37868,27,6147052,gzip,6,17,11,270,474
4300,237702,59,3404079,snappy,5,9,1,343,369
4301,259531,17,13611949,none,4,10,17,224,251
4302,77376,3,11088932,lz4,4,4,7,47,452
4303,133618,83,10495991,snappy,5,20,16,494,14
4304,198353,14,31531616,none,9,3,22,409,220
4305,106828,78,14241666,none,10,19,13,435,312
4306,48886,86,24133322,lz4,7,11,16,442,498
4307,129998,47,9788436,lz4,2,18,11,89,231
4308,110249,24,2954479,none,9,8,6,187,360
4309,43642,68,20244804,none,8,17,4,427,50
4310,239523,16,24876477,gzip,1,9,3,27,333
4311,252569,61,28836304,lz4,5,10,21,119,27
4312,233160,28,29892804,none,10,6,21,441,208
4313,30314,84,31904327,snappy,2,9,21,455,120
4314,119275,69,3725558,snappy,10,12,8,82,198
4315,75476,29,5479439,snappy,3,16,1,136,11
4316,228842,92,23564069,gzip,6,17,9,147,427
4317,21779,19,26780532,lz4,3,4,8,214,23
4318,53075,94,6724767,snappy,5,18,12,53,167
4319,139977,79,15976074,none,9,10,12,197,14
4320,225226,49,9008390,gzip,10,17,11,207,446
4321,26500,61,15337584,gzip,5,20,1,400,353
4322,211141,93,20222175,snappy,2,14,6,86,31
4323,112495,2,29028641,lz4,9,20,4,332,198
4324,28369,46,7422900,lz4,4,1,10,36,342
4325,26249,44,29535474,lz4,3,8,8,490,497
4326,38844,53,4325331,none,8,16,11,236,72
4327,296,6,1567417,gzip,2,7,3,405,285
4328,73953,16,9704611,gzip,10,13,8,324,244
4329,25317,29,10434559,gzip,10,6,9,487,415
4330,80665,2,22462845,none,7,5,6,352,249
4331,82806,83,20542444,none,5,12,4,229,258
4332,176279,26,26848934,snappy,6,17,2,398,194
4333,98831,95,22629576,lz4,10,5,16,51,306
4334,74113,74,11032925,lz4,4,2,3,218,48
4335,174431,43,7549508,none,10,4,2,100,375
4336,138833,99,30074674,gzip,5,15,20,197,84
4337,213547,50,33040508,gzip,8,11,24,392,10
4338,151958,22,10952951,gzip,10,2,17,434,298
4339,19410,13,21612902,lz4,2,8,17,271,306
4340,209892,50,32777231,gzip,2,3,2,192,106
4341,81065,42,479891,none,2,19,19,193,178
4342,258763,48,12239357,lz4,3,5,11,414,290
4343,74814,77,17842619,lz4,1,13,20,197,365
4344,156090,24,6345565,gzip,5,6,7,256,91
4345,112235,69,32309190,gzip,5,5,10,473,319
4346,125178,12,31685772,none,1,13,2,246,238
4347,98889,48,22332685,none,9,5,5,220,117
4348,219607,73,30413382,snappy,1,1,6,417,170
4349,100689,18,24027235,lz4,5,7,22,252,313
4350,74760,84,27717301,none,1,14,17,367,17
4351,180085,55,9093313,snappy,4,11,13,153,58
4352,138744,72,7654286,lz4,5,14,11,478,245
4353,191528,63,29837413,lz4,4,18,21,210,372
4354,79093,27,20670321,lz4,1,8,7,315,142
4355,99059,96,22975637,snappy,2,14,10,183,77
4356,220423,66,13338644,none,7,6,11,319,389
4357,31948,36,11819969,lz4,10,5,19,70,156
4358,209226,71,30043131,snappy,4,10,12,104,219
4359,213751,26,25938424,lz4,10,6,17,454,482
4360,96106,20,29793540,none,1,3,2,422,112
4361,47799,63,17601138,snappy,2,4,7,453,483
4362,120205,26,15380092,none,3,3,13,11,24
4363,253889,43,28883050,lz4,10,20,4,472,142
4364,110960,24,23410523,lz4,2,17,22,183,155
4365,243607,31,20434963,none,4,1,16,214,10
4366,48101,92,27141108,gzip,2,16,18,100,144
4367,100405,6,31341540,lz4,4,14,8,170,346
4368,19800,3,1805735,none,10,18,19,236,21
4369,217422,35,15608949,lz4,8,9,12,466,23
4370,150919,36,24447952,lz4,1,1,11,321,103
4371,121906,59,26015600,none,1,18,15,207,240
4372,23298,67,1391211,none,3,3,21,157,421
4373,91283,39,13002898,lz4,5,2,11,419,288
4374,181969,96,29856674,gzip,5,7,3,18,324
4375,167744,99,1409300,none,3,18,24,323,500
4376,64483,23,20535741,snappy,10,10,6,378,198
4377,27267,59,11235247,lz4,8,2,20,357,87
4378,48332,47,8211535,lz4,7,2,21,259,36
4379,159147,39,33046029,none,6,20,3,44,363
4380,170438,35,1286864,none,6,8,4,374,120
4381,51285,37,18278842,lz4,2,9,10,377,13
4382,163263,54,24954154,gzip,2,14,2,141,276
4383,95109,21,18754010,none,10,13,19,476,73
4384,210283,91,12898307,snappy,9,6,9,239,443
4385,14437,4,8669826,none,5,15,16,68,203
4386,199075,12,22829916,gzip,2,8,16,217,289
4387,191076,59,26614381,none,9,20,15,222,8
4388,207919,99,30213607,none,4,9,20,435,250
4389,79843,61,1088438,none,10,20,1,239,84
4390,101977,30,11683108,snappy,8,4,21,471,332
4391,132059,39,10471539,snappy,5,4,8,310,171
4392,121684,53,20484006,none,5,18,3,110,130
4393,111693,52,10856839,none,6,8,7,350,217
4394,153803,38,22712256,lz4,1,14,12,332,447
4395,153734,9,30165849,lz4,7,14,15,353,184
4396,252158,32,13374474,none,6,12,8,474,146
4397,245008,82,30374677,gzip,6,12,22,166,460
4398,100156,91,13977069,gzip,4,7,19,431,417
4399,44948,55,31166242,lz4,9,13,12,333,325
4400,189357,45,4538146,lz4,3,18,14,9,132
4401,63256,65,3255911,gzip,9,20,8,296,230
4402,37352,15,22571566,gzip,7,14,8,178,143
4403,190340,53,19513734,snappy,3,5,5,261,336
4404,48273,65,21881461,lz4,6,6,12,86,138
4405,193454,18,32379508,lz4,5,11,19,481,391
4406,90821,92,29117840,lz4,1,10,20,115,455
4407,95696,63,5468702,snappy,2,1,17,435,357
4408,19570,75,30785984,lz4,6,15,10,27,346
4409,253989,91,900034,snappy,3,18,6,450,231
4410,239085,95,17670472,lz4,10,16,23,360,299
4411,129728,62,15063442,none,2,1,18,226,162
4412,86535,45,19149130,none,5,12,15,355,354
4413,21681,38,9369290,snappy,7,15,16,247,362
4414,68516,14,3909643,lz4,7,18,2,407,128
4415,141527,44,18364773,gzip,4,12,8,394,347
4416,71896,6,10903913,lz4,7,11,19,324,421
4417,79296,31,24584588,none,9,13,13,314,51
4418,33094,84,23972238,none,6,6,24,260,284
4419,93416,95,25602713,snappy,3,13,17,20,4
4420,54763,45,22548709,snappy,7,18,3,204,118
4421,81731,2,19003897,lz4,5,12,19,146,451
4422,51949,90,1925588,none,8,12,7,266,127
4423,7078,19,15799015,none,1,9,14,241,445
4424,237086,100,15237999,none,5,4,19,182,317
4425,50543,72,7442034,none,8,1,3,356,375
4426,60132,46,21334032,none,8,3,1,132,365
4427,54852,98,33123977,none,4,7,6,215,421
4428,130351,79,17883937,gzip,10,7,6,26,265
4429,51555,65,31002713,lz4,4,17,4,186,275
4430,94685,85,3843904,snappy,4,5,20,398,71
4431,173710,89,22318579,none,9,14,18,490,342
4432,18939,1,26680281,snappy,4,4,5,468,336
4433,9947,43,2912159,gzip,9,20,15,423,430
4434,245082,81,12355995,gzip,2,20,20,474,492
4435,15331,42,5628812,lz4,6,20,12,100,360
4436,182887,19,2639703,snappy,7,19,12,309,436
4437,18153,20,14776596,snappy,3,5,21,86,490
4438,224818,69,33266654,gzip,6,5,17,222,294
4439,219761,87,32936875,none,1,4,3,283,76
4440,6485,76,16414103,lz4,10,3,7,440,281
4441,214874,30,31242724,none,2,9,23,419,219
4442,201021,84,14687399,none,4,11,14,446,388
4443,261052,14,10380789,gzip,6,14,10,325,269
4444,169287,53,25807273,snappy,3,10,3,388,408
4445,184598,26,6215169,none,1,6,24,69,366
4446,79893,84,29739945,snappy,6,16,24,130,452
4447,32141,19,1416443,none,10,1,6,330,392
4448,170802,65,15864974,none,8,17,8,32,246
4449,261691,9,8393310,lz4,2,2,1,98,119
4450,176207,84,30298870,snappy,5,20,1,473,132
4451,121773,100,3703739,gzip,1,6,18,443,213
4452,257101,37,6206656,gzip,5,14,10,309,126
4453,142873,28,18560432,gzip,10,2,10,495,456
4454,220679,85,10046182,none,10,7,2,328,350
4455,140887,51,4670037,none,4,18,5,452,98
4456,254729,75,31364089,none,6,18,19,171,177
4457,206602,44,3350201,gzip,10,3,15,307,56
4458,87591,26,31968775,none,5,17,17,229,95
4459,176092,23,9236357,snappy,4,1,13,184,176
4460,128812,5,6947538,snappy,3,7,3,375,258
4461,62815,56,24705735,lz4,1,17,8,2,271
4462,72854,70,31248924,gzip,7,4,19,285,125
4463,213076,100,33350413,snappy,6,14,2,373,458
4464,235710,20,8660357,snappy,1,7,22,150,20
4465,111897,72,9122240,lz4,8,19,9,379,123
4466,71582,30,25323116,snappy,8,18,20,332,165
4467,136342,61,15452561,gzip,9,10,21,478,358
4468,87076,66,17466774,none,9,16,11,303,422
4469,167649,30,2748893,lz4,6,15,6,140,124
4470,29749,81,12309202,none,6,17,2,122,387
4471,161501,66,16557986,snappy,5,16,12,380,9
4472,240030,67,12213093,gzip,8,3,14,400,299
4473,150568,65,28416382,lz4,9,4,22,75,128
4474,34626,55,22626159,gzip,1,6,13,38,218
4475,211540,57,24814345,gzip,9,8,4,239,488
4476,164584,10,21439944,none,2,6,15,82,211
4477,160267,21,22942965,gzip,5,18,19,262,155
4478,221737,36,4373014,snappy,8,16,5,164,41
4479,84467,55,30254521,gzip,9,20,14,40,149
4480,29068,65,6257433,none,8,4,12,423,299
4481,212651,57,22087921,snappy,10,12,4,102,472
4482,11196,88,24403196,gzip,10,2,21,146,189
4483,259901,14,9793056,gzip,6,18,11,142,307
4484,34813,40,26282874,lz4,10,6,23,290,74
4485,195113,26,19932444,snappy,6,17,24,92,29
4486,197440,82,32588425,none,1,7,2,432,433
4487,51386,89,5050449,lz4,1,4,24,92,28
4488,131647,14,19411577,gzip,6,20,2,390,172
4489,228535,16,22423213,gzip,7,2,20,438,302
4490,229216,69,18915885,snappy,1,2,22,467,226
4491,41469,69,26455997,lz4,9,17,18,464,217
4492,142358,1,19120039,lz4,7,17,17,250,101
4493,69039,18,6318083,none,6,16,5,313,196
4494,251088,36,11775034,none,6,9,15,387,107
4495,195910,72,17352239,gzip,3,18,1,490,421
